,Unnamed: 0,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
477,38,2019-01-24,LCK 2019 Spring,SK Telecom T1,SANDBOX Gaming,Loss,SK Telecom T1,SANDBOX Gaming,Blue,29:17,Urgot,Aatrox,2,3,3,1.67,233,10.7,,1,Teleport,Flash,"['Righteous Glory', 'Gargoyle Stoneplate', 'Ninja Tabi', 'Ruby Crystal', 'The Black Cleaver', 'Stopwatch', 'Warding Totem']",Righteous Glory,Gargoyle Stoneplate,Ninja Tabi,Ruby Crystal,The Black Cleaver,Stopwatch
478,39,2019-01-24,LCK 2019 Spring,SK Telecom T1,SANDBOX Gaming,Win,SANDBOX Gaming,SK Telecom T1,Red,33:13,Galio,Aatrox,2,1,11,13.0,256,12.4,,-46,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", ""Mejai's Soulstealer"", 'Oblivion Orb', ""Sorcerer's Shoes"", 'Needlessly Large Rod', 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Mejai's Soulstealer,Oblivion Orb,Sorcerer's Shoes,Needlessly Large Rod
479,40,2019-01-18,LCK 2019 Spring,SK Telecom T1,Afreeca Freecs,Win,SK Telecom T1,Afreeca Freecs,Blue,25:20,Urgot,Galio,3,1,5,8.0,207,10.4,,15,Teleport,Flash,"['Righteous Glory', 'Corrupting Potion', 'Broken Stopwatch', ""Mercury's Treads"", 'The Black Cleaver', 'Adaptive Helm', 'Warding Totem']",Righteous Glory,Corrupting Potion,Broken Stopwatch,Mercury's Treads,The Black Cleaver,Adaptive Helm
480,41,2019-01-18,LCK 2019 Spring,SK Telecom T1,Afreeca Freecs,Win,Afreeca Freecs,SK Telecom T1,Red,28:55,Urgot,Galio,6,1,2,8.0,299,13.4,,37,Teleport,Flash,"['Righteous Glory', 'Gargoyle Stoneplate', ""Warden's Mail"", ""Mercury's Treads"", 'The Black Cleaver', 'Ruby Crystal', 'Warding Totem']",Righteous Glory,Gargoyle Stoneplate,Warden's Mail,Mercury's Treads,The Black Cleaver,Ruby Crystal
481,42,2019-01-16,LCK 2019 Spring,SK Telecom T1,Jin Air Green Wings,Win,Jin Air Green Wings,SK Telecom T1,Red,33:06,Urgot,Galio,1,2,0,0.5,310,13.1,,39,Teleport,Flash,"['Righteous Glory', 'Gargoyle Stoneplate', 'The Black Cleaver', 'EmptyIcon', ""Mercury's Treads"", ""Warden's Mail"", 'Warding Totem']",Righteous Glory,Gargoyle Stoneplate,The Black Cleaver,EmptyIcon,Mercury's Treads,Warden's Mail
482,43,2019-01-16,LCK 2019 Spring,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,27:12,Urgot,Galio,3,0,6,9.0,268,11.5,,23,Teleport,Flash,"['Righteous Glory', 'Corrupting Potion', 'Gargoyle Stoneplate', 'The Black Cleaver', ""Mercury's Treads"", 'EmptyIcon', 'Warding Totem']",Righteous Glory,Corrupting Potion,Gargoyle Stoneplate,The Black Cleaver,Mercury's Treads,EmptyIcon
483,0,2018-12-27,KeSPA Cup 2018,SK Telecom T1,DAMWON Gaming,Loss,SK Telecom T1,DAMWON Gaming,Blue,34:57,Azir,Galio,2,2,4,3.0,356,14.4,,41,Cleanse,Flash,"['Morellonomicon', ""Nashor's Tooth"", ""Banshee's Veil"", ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'EmptyIcon', 'Warding Totem']",Morellonomicon,Nashor's Tooth,Banshee's Veil,Sorcerer's Shoes,Rabadon's Deathcap,EmptyIcon
484,1,2018-12-27,KeSPA Cup 2018,SK Telecom T1,DAMWON Gaming,Loss,DAMWON Gaming,SK Telecom T1,Red,36:17,LeBlanc,Ryze,4,4,4,2.0,280,13.9,,-83,Ignite,Flash,"['Corrupting Potion', ""Zhonya's Hourglass"", ""Luden's Echo"", 'Morellonomicon', ""Mejai's Soulstealer"", ""Sorcerer's Shoes"", 'Warding Totem']",Corrupting Potion,Zhonya's Hourglass,Luden's Echo,Morellonomicon,Mejai's Soulstealer,Sorcerer's Shoes
485,2,2018-12-27,KeSPA Cup 2018,SK Telecom T1,DAMWON Gaming,Win,SK Telecom T1,DAMWON Gaming,Blue,35:05,Lissandra,Ryze,3,2,10,6.5,316,14.3,,39,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Morellonomicon', 'The Dark Seal', 'Blasting Wand', ""Mercury's Treads"", 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Morellonomicon,The Dark Seal,Blasting Wand,Mercury's Treads
486,3,2018-12-25,KeSPA Cup 2018,SK Telecom T1,Bbq Olivers,Win,SK Telecom T1,Bbq Olivers,Blue,34:20,Lissandra,Orianna,2,3,6,2.67,318,,,21,Teleport,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", 'Hextech Protobelt-01', 'Ionian Boots of Lucidity', 'Blasting Wand', 'Control Ward', 'Warding Totem']",Rabadon's Deathcap,Zhonya's Hourglass,Hextech Protobelt-01,Ionian Boots of Lucidity,Blasting Wand,Control Ward
487,4,2018-12-25,KeSPA Cup 2018,SK Telecom T1,Bbq Olivers,Win,SK Telecom T1,Bbq Olivers,Blue,22:20,Lissandra,Orianna,0,0,8,8.0,194,,,-22,Teleport,Flash,"['Hextech Protobelt-01', ""Mercury's Treads"", ""Seeker's Armguard"", 'Fiendish Codex', 'Corrupting Potion', 'The Dark Seal', 'Warding Totem']",Hextech Protobelt-01,Mercury's Treads,Seeker's Armguard,Fiendish Codex,Corrupting Potion,The Dark Seal
488,5,2018-12-20,KeSPA Cup 2018,SK Telecom T1,APK Prince,Win,SK Telecom T1,APK Prince,Blue,28:16,Lissandra,LeBlanc,5,5,7,2.4,280,,,95,Teleport,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", 'Hextech Protobelt-01', ""Mejai's Soulstealer"", 'Ionian Boots of Lucidity', 'Corrupting Potion', 'Warding Totem']",Rabadon's Deathcap,Zhonya's Hourglass,Hextech Protobelt-01,Mejai's Soulstealer,Ionian Boots of Lucidity,Corrupting Potion
489,6,2018-12-20,KeSPA Cup 2018,SK Telecom T1,APK Prince,Win,APK Prince,SK Telecom T1,Red,26:22,Lissandra,Irelia,5,2,8,6.5,233,,,19,Teleport,Flash,"[""Zhonya's Hourglass"", 'Hextech Protobelt-01', ""Mejai's Soulstealer"", 'Ionian Boots of Lucidity', 'Blasting Wand', 'Corrupting Potion', 'Warding Totem']",Zhonya's Hourglass,Hextech Protobelt-01,Mejai's Soulstealer,Ionian Boots of Lucidity,Blasting Wand,Corrupting Potion
490,0,2018-09-12,Korea Regional Finals 2018,SK Telecom T1,Gen.G,Loss,Gen.G,SK Telecom T1,Red,26:56,Akali,Lissandra,3,2,0,1.5,229,9.5,,2,Cleanse,Flash,"['Hextech Gunblade', ""Zhonya's Hourglass"", ""Mercury's Treads"", 'The Dark Seal', 'Blasting Wand', 'Control Ward', 'Warding Totem']",Hextech Gunblade,Zhonya's Hourglass,Mercury's Treads,The Dark Seal,Blasting Wand,Control Ward
491,1,2018-09-12,Korea Regional Finals 2018,SK Telecom T1,Gen.G,Loss,Gen.G,SK Telecom T1,Red,46:23,Vel'Koz,Ryze,1,2,2,1.5,487,17.9,,-20,Cleanse,Flash,"[""Rabadon's Deathcrown"", ""Luden's Echo"", 'Morellonomicon', 'Void Staff', 'Fiendish Codex', ""Sorcerer's Shoes"", 'Farsight Alteration']",Rabadon's Deathcrown,Luden's Echo,Morellonomicon,Void Staff,Fiendish Codex,Sorcerer's Shoes
492,2,2018-09-12,Korea Regional Finals 2018,SK Telecom T1,Gen.G,Win,Gen.G,SK Telecom T1,Red,22:54,Irelia,Vel'Koz,4,0,5,9.0,225,10.2,,24,Ignite,Flash,"['Corrupting Potion', 'Trinity Force (0.9.25.21 - 10.22)', ""Mercury's Treads"", ""Wit's End"", 'Control Ward', 'EmptyIcon', 'Warding Totem']",Corrupting Potion,Trinity Force (0.9.25.21 - 10.22),Mercury's Treads,Wit's End,Control Ward,EmptyIcon
493,3,2018-09-12,Korea Regional Finals 2018,SK Telecom T1,Gen.G,Loss,Gen.G,SK Telecom T1,Red,29:27,Lulu,Zoe,0,2,1,0.5,251,9.2,,-20,Teleport,Flash,"['Corrupting Potion', ""Luden's Echo"", ""Mercury's Treads"", 'The Dark Seal', 'Ardent Censer', 'EmptyIcon', 'Warding Totem']",Corrupting Potion,Luden's Echo,Mercury's Treads,The Dark Seal,Ardent Censer,EmptyIcon
494,4,2018-09-12,Korea Regional Finals 2018,SK Telecom T1,Gen.G,Win,Gen.G,SK Telecom T1,Red,32:13,Azir,Galio,2,2,5,3.5,331,13.8,,48,Cleanse,Flash,"[""Doran's Ring"", ""Sorcerer's Shoes"", 'Morellonomicon', ""Nashor's Tooth"", 'Void Staff', 'Control Ward', 'Farsight Alteration']",Doran's Ring,Sorcerer's Shoes,Morellonomicon,Nashor's Tooth,Void Staff,Control Ward
495,0,2018-08-09,LCK 2018 Summer,SK Telecom T1,Kingzone DragonX,Loss,SK Telecom T1,Kingzone DragonX,Blue,39:27,Ryze,Zoe,1,2,1,1.0,426,15.8,,71,Cleanse,Flash,"[""Seraph's Embrace"", 'Spellbinder', ""Mercury's Treads"", 'Void Staff', 'Fiendish Codex', ""Rabadon's Deathcap"", 'Farsight Alteration']",Seraph's Embrace,Spellbinder,Mercury's Treads,Void Staff,Fiendish Codex,Rabadon's Deathcap
496,1,2018-07-19,LCK 2018 Summer,SK Telecom T1,KT Rolster,Loss,KT Rolster,SK Telecom T1,Red,29:06,Vladimir,Yasuo,0,3,2,0.67,279,9.9,,-53,Ignite,Flash,"['Hextech Protobelt-01', 'Spellbinder', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', 'EmptyIcon', 'EmptyIcon', 'Warding Totem']",Hextech Protobelt-01,Spellbinder,Zhonya's Hourglass,Ionian Boots of Lucidity,EmptyIcon,EmptyIcon
497,2,2018-07-19,LCK 2018 Summer,SK Telecom T1,KT Rolster,Loss,SK Telecom T1,KT Rolster,Blue,35:53,Galio,Malzahar,2,2,4,3.0,387,14.9,,8,Teleport,Flash,"[""Zhonya's Hourglass"", 'The Dark Seal', ""Luden's Echo"", ""Sorcerer's Shoes"", 'Rod of Ages', 'Morellonomicon', 'Warding Totem']",Zhonya's Hourglass,The Dark Seal,Luden's Echo,Sorcerer's Shoes,Rod of Ages,Morellonomicon
498,3,2018-07-19,LCK 2018 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,34:49,Ryze,Swain,2,1,3,5.0,372,14.8,,49,Teleport,Flash,"[""Seraph's Embrace"", 'Rod of Ages', 'Stopwatch', 'Ionian Boots of Lucidity', 'Void Staff', 'Needlessly Large Rod', 'Warding Totem']",Seraph's Embrace,Rod of Ages,Stopwatch,Ionian Boots of Lucidity,Void Staff,Needlessly Large Rod
499,4,2018-07-17,LCK 2018 Summer,SK Telecom T1,MVP,Win,MVP,SK Telecom T1,Red,29:46,Galio,Swain,5,0,6,11.0,301,13.9,,54,Teleport,Flash,"[""Zhonya's Hourglass"", 'Rod of Ages', 'Morellonomicon', 'The Dark Seal', ""Sorcerer's Shoes"", 'Blasting Wand', 'Warding Totem']",Zhonya's Hourglass,Rod of Ages,Morellonomicon,The Dark Seal,Sorcerer's Shoes,Blasting Wand
500,5,2018-07-17,LCK 2018 Summer,SK Telecom T1,MVP,Win,SK Telecom T1,MVP,Blue,40:30,Galio,Kled,2,1,4,6.0,486,19.0,,157,Teleport,Flash,"[""Zhonya's Hourglass"", ""Luden's Echo"", ""Sorcerer's Shoes"", 'Void Staff', 'Rod of Ages', ""Rabadon's Deathcap"", 'Warding Totem']",Zhonya's Hourglass,Luden's Echo,Sorcerer's Shoes,Void Staff,Rod of Ages,Rabadon's Deathcap
501,6,2018-07-17,LCK 2018 Summer,SK Telecom T1,MVP,Loss,MVP,SK Telecom T1,Red,49:12,Rumble,Swain,1,3,3,1.33,507,20.1,,95,Smite,Flash,"[""Zhonya's Hourglass"", 'Void Staff', ""Mercury's Treads"", 'Morellonomicon', ""Liandry's Torment"", ""Rabadon's Deathcap"", 'Oracle Lens']",Zhonya's Hourglass,Void Staff,Mercury's Treads,Morellonomicon,Liandry's Torment,Rabadon's Deathcap
502,7,2018-07-13,LCK 2018 Summer,SK Telecom T1,Hanwha Life Esports,Loss,Hanwha Life Esports,SK Telecom T1,Red,31:29,Irelia,Swain,0,4,4,1.0,250,10.2,,9,Ignite,Flash,"['Broken Stopwatch', ""Sterak's Gage"", 'Trinity Force (0.9.25.21 - 10.22)', 'EmptyIcon', 'Ninja Tabi', 'Cloth Armor', 'Warding Totem']",Broken Stopwatch,Sterak's Gage,Trinity Force (0.9.25.21 - 10.22),EmptyIcon,Ninja Tabi,Cloth Armor
503,8,2018-07-13,LCK 2018 Summer,SK Telecom T1,Hanwha Life Esports,Loss,SK Telecom T1,Hanwha Life Esports,Blue,31:10,Yasuo,Talon,3,1,1,4.0,341,12.9,,-23,Ignite,Flash,"['Guardian Angel', ""Berserker's Greaves"", 'Infinity Edge', 'Phantom Dancer', 'Control Ward', 'B. F. Sword', 'Warding Totem']",Guardian Angel,Berserker's Greaves,Infinity Edge,Phantom Dancer,Control Ward,B. F. Sword
504,9,2018-07-13,LCK 2018 Summer,SK Telecom T1,Hanwha Life Esports,Win,Hanwha Life Esports,SK Telecom T1,Red,33:06,Galio,Swain,1,1,11,12.0,331,14.4,,45,Teleport,Flash,"['The Dark Seal', ""Luden's Echo"", 'Fiendish Codex', 'Rod of Ages', ""Mercury's Treads"", ""Rabadon's Deathcap"", 'Warding Totem']",The Dark Seal,Luden's Echo,Fiendish Codex,Rod of Ages,Mercury's Treads,Rabadon's Deathcap
505,0,2018-07-08,Rift Rivals 2018 LCK-LPL-LMS,SK Telecom T1,Royal Never Give Up,Loss,Royal Never Give Up,SK Telecom T1,Red,22:43,Mordekaiser,Lissandra,1,1,3,4.0,258,9.8,,50,Exhaust,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", ""Targon's Brace"", 'Ninja Tabi', 'Refillable Potion', 'Haunting Guise', 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Targon's Brace,Ninja Tabi,Refillable Potion,Haunting Guise
506,1,2018-07-07,Rift Rivals 2018 LCK-LPL-LMS,SK Telecom T1,Flash Wolves,Win,SK Telecom T1,Flash Wolves,Blue,36:25,Galio,Aatrox,3,1,8,11.0,407,16.5,,46,Teleport,Flash,"[""Zhonya's Hourglass"", 'The Dark Seal', 'Rod of Ages', ""Sorcerer's Shoes"", ""Luden's Echo"", 'Void Staff', 'Warding Totem']",Zhonya's Hourglass,The Dark Seal,Rod of Ages,Sorcerer's Shoes,Luden's Echo,Void Staff
507,2,2018-07-06,Rift Rivals 2018 LCK-LPL-LMS,SK Telecom T1,Invictus Gaming,Loss,Invictus Gaming,SK Telecom T1,Red,27:08,Yasuo,Galio,3,4,4,1.75,228,10.1,,-5,Cleanse,Flash,"['Guardian Angel', ""Berserker's Greaves"", 'Phantom Dancer', ""Doran's Blade"", 'B. F. Sword', 'Control Ward', 'Warding Totem']",Guardian Angel,Berserker's Greaves,Phantom Dancer,Doran's Blade,B. F. Sword,Control Ward
508,3,2018-07-05,Rift Rivals 2018 LCK-LPL-LMS,SK Telecom T1,Machi Esports,Win,Machi Esports,SK Telecom T1,Red,34:53,Galio,Zoe,4,1,7,11.0,367,15.8,,25,Teleport,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'The Dark Seal', 'Rod of Ages', ""Mercury's Treads"", ""Luden's Echo"", 'Warding Totem']",Zhonya's Hourglass,Rabadon's Deathcap,The Dark Seal,Rod of Ages,Mercury's Treads,Luden's Echo
509,10,2018-06-30,LCK 2018 Summer,SK Telecom T1,Bbq Olivers,Win,SK Telecom T1,Bbq Olivers,Blue,39:54,Poppy,Irelia,5,3,3,2.67,362,17.3,,-5,Ignite,Flash,"['Gargoyle Stoneplate', 'Corrupting Potion', 'Sunfire Cape', 'Trinity Force (0.9.25.21 - 10.22)', 'Frozen Heart', 'Ninja Tabi', 'Warding Totem']",Gargoyle Stoneplate,Corrupting Potion,Sunfire Cape,Trinity Force (0.9.25.21 - 10.22),Frozen Heart,Ninja Tabi
510,11,2018-06-30,LCK 2018 Summer,SK Telecom T1,Bbq Olivers,Win,Bbq Olivers,SK Telecom T1,Red,34:26,Irelia,Zoe,3,1,8,11.0,385,15.7,,65,Ignite,Flash,"['Mercurial Scimitar', 'Broken Stopwatch', 'Trinity Force (0.9.25.21 - 10.22)', ""Sterak's Gage"", ""Executioner's Calling"", ""Mercury's Treads"", 'Warding Totem']",Mercurial Scimitar,Broken Stopwatch,Trinity Force (0.9.25.21 - 10.22),Sterak's Gage,Executioner's Calling,Mercury's Treads
511,12,2018-06-28,LCK 2018 Summer,SK Telecom T1,Kingzone DragonX,Loss,SK Telecom T1,Kingzone DragonX,Blue,37:43,Galio,Anivia,5,3,6,3.67,353,14.7,,4,Teleport,Flash,"[""Zhonya's Hourglass"", ""Luden's Echo"", ""Rabadon's Deathcap"", 'Rod of Ages', ""Mercury's Treads"", 'EmptyIcon', 'Warding Totem']",Zhonya's Hourglass,Luden's Echo,Rabadon's Deathcap,Rod of Ages,Mercury's Treads,EmptyIcon
512,13,2018-06-28,LCK 2018 Summer,SK Telecom T1,Kingzone DragonX,Loss,Kingzone DragonX,SK Telecom T1,Red,32:18,Swain,Morgana,5,2,6,5.5,302,13.2,,68,Teleport,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', 'Blasting Wand', ""Sorcerer's Shoes"", 'Rod of Ages', 'Needlessly Large Rod', 'Warding Totem']",Zhonya's Hourglass,Morellonomicon,Blasting Wand,Sorcerer's Shoes,Rod of Ages,Needlessly Large Rod
513,14,2018-06-26,LCK 2018 Summer,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,35:26,Aatrox,Ryze,4,0,7,11.0,367,16.0,,50,Teleport,Flash,"[""Sterak's Gage"", 'Pickaxe', 'Ninja Tabi', 'Trinity Force (0.9.25.21 - 10.22)', ""Guinsoo's Rageblade"", ""Jaurim's Fist"", 'Warding Totem']",Sterak's Gage,Pickaxe,Ninja Tabi,Trinity Force (0.9.25.21 - 10.22),Guinsoo's Rageblade,Jaurim's Fist
514,15,2018-06-26,LCK 2018 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,36:43,Yasuo,Zoe,11,2,2,6.5,364,18.1,,81,Cleanse,Flash,"['Stopwatch', 'Phantom Dancer', ""Berserker's Greaves"", 'Guardian Angel', 'Infinity Edge', 'The Bloodthirster', 'Warding Totem']",Stopwatch,Phantom Dancer,Berserker's Greaves,Guardian Angel,Infinity Edge,The Bloodthirster
515,16,2018-06-26,LCK 2018 Summer,SK Telecom T1,KT Rolster,Loss,SK Telecom T1,KT Rolster,Blue,33:07,Cassiopeia,Swain,0,2,5,2.5,301,11.4,,36,Heal,Flash,"[""Seraph's Embrace"", ""Banshee's Veil"", 'Void Staff', 'The Dark Seal', 'Control Ward', 'Needlessly Large Rod', 'Warding Totem']",Seraph's Embrace,Banshee's Veil,Void Staff,The Dark Seal,Control Ward,Needlessly Large Rod
516,17,2018-06-24,LCK 2018 Summer,SK Telecom T1,Jin Air Green Wings,Win,Jin Air Green Wings,SK Telecom T1,Red,46:42,Galio,Zoe,3,3,14,5.67,447,20.1,,20,Teleport,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Luden's Echo"", ""Mercury's Treads"", 'Rod of Ages', ""Rabadon's Deathcap"", 'Warding Totem']",Zhonya's Hourglass,Morellonomicon,Luden's Echo,Mercury's Treads,Rod of Ages,Rabadon's Deathcap
517,18,2018-06-24,LCK 2018 Summer,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,24:52,Taliyah,Irelia,1,1,5,6.0,275,11.3,,49,Heal,Flash,"[""Luden's Echo"", 'Morellonomicon', ""Doran's Ring"", 'The Dark Seal', ""Sorcerer's Shoes"", 'Refillable Potion', 'Warding Totem']",Luden's Echo,Morellonomicon,Doran's Ring,The Dark Seal,Sorcerer's Shoes,Refillable Potion
518,19,2018-06-22,LCK 2018 Summer,SK Telecom T1,Griffin (Korean Team),Loss,SK Telecom T1,Griffin (Korean Team),Blue,27:40,Jax,Taric,2,4,2,1.0,243,10.0,,189,Ignite,Flash,"['Corrupting Potion', 'Ninja Tabi', 'Trinity Force (0.9.25.21 - 10.22)', ""Sterak's Gage"", 'Control Ward', 'Vampiric Scepter', 'Warding Totem']",Corrupting Potion,Ninja Tabi,Trinity Force (0.9.25.21 - 10.22),Sterak's Gage,Control Ward,Vampiric Scepter
519,20,2018-06-22,LCK 2018 Summer,SK Telecom T1,Griffin (Korean Team),Loss,Griffin (Korean Team),SK Telecom T1,Red,39:17,Yasuo,Lulu,5,4,5,2.5,353,16.5,,134,Ignite,Flash,"['Mercurial Scimitar', 'Phantom Dancer', ""Berserker's Greaves"", 'Infinity Edge', 'Guardian Angel', 'Control Ward', 'Warding Totem']",Mercurial Scimitar,Phantom Dancer,Berserker's Greaves,Infinity Edge,Guardian Angel,Control Ward
520,21,2018-06-15,LCK 2018 Summer,SK Telecom T1,Gen.G,Loss,SK Telecom T1,Gen.G,Blue,23:45,Taric,Braum,1,5,3,0.8,24,5.3,,-38,Heal,Exhaust,"[""Nomad's Medallion"", 'Refillable Potion', 'Ardent Censer', 'Boots of Swiftness', 'Crystalline Bracer', 'Control Ward', 'Oracle Lens']",Nomad's Medallion,Refillable Potion,Ardent Censer,Boots of Swiftness,Crystalline Bracer,Control Ward
521,22,2018-06-15,LCK 2018 Summer,SK Telecom T1,Gen.G,Loss,Gen.G,SK Telecom T1,Red,29:28,Lulu,Zoe,1,2,1,1.0,276,10.1,,5,Ignite,Flash,"['Corrupting Potion', 'Banner of Command', 'Needlessly Large Rod', ""Mercury's Treads"", ""Luden's Echo"", 'Needlessly Large Rod', 'Warding Totem']",Corrupting Potion,Banner of Command,Needlessly Large Rod,Mercury's Treads,Luden's Echo,Needlessly Large Rod
522,23,2018-06-13,LCK 2018 Summer,SK Telecom T1,Afreeca Freecs,Loss,SK Telecom T1,Afreeca Freecs,Blue,37:27,Darius,Vladimir,0,2,4,2.0,316,13.7,,23,Ghost,Flash,"['Guardian Angel', ""Targon's Brace"", ""Brawler's Gloves"", 'Trinity Force (0.9.25.21 - 10.22)', ""Sterak's Gage"", 'Ninja Tabi', 'Oracle Lens']",Guardian Angel,Targon's Brace,Brawler's Gloves,Trinity Force (0.9.25.21 - 10.22),Sterak's Gage,Ninja Tabi
523,24,2018-06-13,LCK 2018 Summer,SK Telecom T1,Afreeca Freecs,Loss,Afreeca Freecs,SK Telecom T1,Red,26:36,Yasuo,LeBlanc,0,3,0,0.0,247,8.9,,29,Barrier,Flash,"['Broken Stopwatch', ""Berserker's Greaves"", 'Refillable Potion', 'Phantom Dancer', ""Doran's Blade"", 'B. F. Sword', 'Warding Totem']",Broken Stopwatch,Berserker's Greaves,Refillable Potion,Phantom Dancer,Doran's Blade,B. F. Sword
524,0,2018-06-10,Asian Games 2018 Q - East,South Korea (National Team),Chinese Taipei (National Team),Win,Chinese Taipei (National Team),South Korea (National Team),Red,26:27,Yasuo,Azir,3,0,4,7.0,313,14.6,,50,Ignite,Flash,"['Quicksilver Sash', 'Broken Stopwatch', 'Infinity Edge', 'Phantom Dancer', 'B. F. Sword', ""Berserker's Greaves"", 'Warding Totem']",Quicksilver Sash,Broken Stopwatch,Infinity Edge,Phantom Dancer,B. F. Sword,Berserker's Greaves
525,1,2018-06-10,Asian Games 2018 Q - East,South Korea (National Team),China (National Team),Win,South Korea (National Team),China (National Team),Blue,29:26,Galio,Zoe,3,1,4,7.0,275,12.3,,0,Teleport,Flash,"[""Zhonya's Hourglass"", 'Blasting Wand', ""Mercury's Treads"", 'Rod of Ages', 'The Dark Seal', 'Lost Chapter', 'Warding Totem']",Zhonya's Hourglass,Blasting Wand,Mercury's Treads,Rod of Ages,The Dark Seal,Lost Chapter
526,2,2018-06-10,Asian Games 2018 Q - East,South Korea (National Team),China (National Team),Loss,China (National Team),South Korea (National Team),Red,38:22,Singed,Irelia,0,2,0,0.0,317,12.1,,-92,Ignite,Flash,"[""Shurelya's Reverie"", ""Liandry's Torment"", ""Rylai's Crystal Scepter"", 'Ninja Tabi', 'The Dark Seal', 'Fiendish Codex', 'Warding Totem']",Shurelya's Reverie,Liandry's Torment,Rylai's Crystal Scepter,Ninja Tabi,The Dark Seal,Fiendish Codex
527,3,2018-06-10,Asian Games 2018 Q - East,South Korea (National Team),Chinese Taipei (National Team),Win,South Korea (National Team),Chinese Taipei (National Team),Blue,39:13,Lulu,Zoe,3,2,10,6.5,353,17.1,,38,Ignite,Flash,"[""Rabadon's Deathcap"", 'Banner of Command', 'Ardent Censer', 'Lich Bane', ""Sorcerer's Shoes"", 'Void Staff', 'Warding Totem']",Rabadon's Deathcap,Banner of Command,Ardent Censer,Lich Bane,Sorcerer's Shoes,Void Staff
528,4,2018-06-09,Asian Games 2018 Q - East,South Korea (National Team),Hong Kong (National Team),Win,South Korea (National Team),Hong Kong (National Team),Blue,30:22,Ryze,Lulu,7,1,5,12.0,321,15.1,,98,Teleport,Flash,"[""Seraph's Embrace"", 'Void Staff', ""Banshee's Veil"", 'Rod of Ages', ""Mercury's Treads"", 'Needlessly Large Rod', 'Warding Totem']",Seraph's Embrace,Void Staff,Banshee's Veil,Rod of Ages,Mercury's Treads,Needlessly Large Rod
529,5,2018-06-09,Asian Games 2018 Q - East,South Korea (National Team),Macau (National Team),Win,Macau (National Team),South Korea (National Team),Red,34:07,Jax,Yasuo,7,6,6,2.17,273,14.3,,15,Ignite,Flash,"['Guardian Angel', 'Corrupting Potion', 'Trinity Fusion', ""Berserker's Greaves"", ""Sterak's Gage"", ""Doran's Blade"", 'Warding Totem']",Guardian Angel,Corrupting Potion,Trinity Fusion,Berserker's Greaves,Sterak's Gage,Doran's Blade
530,6,2018-06-09,Asian Games 2018 Q - East,South Korea (National Team),Japan (National Team),Win,South Korea (National Team),Japan (National Team),Blue,23:36,Taric,Vladimir,0,1,12,12.0,36,7.3,,-158,Heal,Flash,"['Remnant of the Ascended', 'Refillable Potion', ""Mercury's Treads"", 'Ardent Censer', 'Sapphire Crystal', 'Control Ward', 'Oracle Lens']",Remnant of the Ascended,Refillable Potion,Mercury's Treads,Ardent Censer,Sapphire Crystal,Control Ward
531,7,2018-06-09,Asian Games 2018 Q - East,South Korea (National Team),China (National Team),Win,South Korea (National Team),China (National Team),Blue,32:58,Yasuo,Vladimir,7,1,8,15.0,288,15.3,,-3,Ignite,Flash,"['Broken Stopwatch', ""Berserker's Greaves"", 'Phantom Dancer', 'Infinity Edge', 'B. F. Sword', 'Guardian Angel', 'Warding Totem']",Broken Stopwatch,Berserker's Greaves,Phantom Dancer,Infinity Edge,B. F. Sword,Guardian Angel
532,8,2018-06-09,Asian Games 2018 Q - East,South Korea (National Team),Chinese Taipei (National Team),Loss,Chinese Taipei (National Team),South Korea (National Team),Red,31:00,Yasuo,Lulu,0,1,3,3.0,309,12.0,,75,Ignite,Flash,"['Guardian Angel', ""Berserker's Greaves"", 'Infinity Edge', 'Phantom Dancer', ""Doran's Blade"", 'Vampiric Scepter', 'Warding Totem']",Guardian Angel,Berserker's Greaves,Infinity Edge,Phantom Dancer,Doran's Blade,Vampiric Scepter
